state,question,choice,answer,pct
CT,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",30.22
CT,78,d,other,1.98
CT,79,a,highway,83.0
CT,79,j,other,1.08
CT,79,b,freeway,1.99
CT,79,c,parkway,0.54
CT,79,d,turnpike,4.16
CT,79,e,expressway,0.72
CT,79,f,throughway/thru-way,1.45
CT,79,g,a freeway is bigger than a highway,2.17
CT,79,h,"a freeway is free (i.e., doesn't charge tolls); a highway isn't",1.63
CT,79,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",3.25
CT,80,a,sunshower,67.27
CT,80,c,the devil is beating his wife,0.9
CT,80,e,fox's wedding,0.18
CT,80,f,pineapple rain,0.18
CT,80,g,liquid sun,0.54
CT,80,h,I have no term or expression for this,29.32
CT,80,i,other,1.62
CT,81,a,goose bumps,90.27
CT,81,b,goose flesh,0.54
CT,81,c,goose pimples,8.47
CT,81,h,other,0.72
CT,82,a,crackling,0.18
CT,82,j,eye crunchie,0.18
CT,82,k,eye crusties,4.55
CT,82,l,sand,10.02
CT,82,n,gunk,7.65
CT,82,o,matter,0.73
CT,82,p,I have no word for this,10.75
CT,82,q,other,10.2
CT,82,b,sleep,26.78
CT,82,c,sleeper,6.56
CT,82,d,sleepy,0.91
CT,82,e,sleepies,9.29
CT,82,f,sleepy seed,4.37
CT,82,g,sleepy bugs,0.55
CT,82,h,eye booger,6.74
CT,82,i,eye shit,0.55
CT,83,a,gut,31.72
CT,83,c,crip course,0.81
CT,83,d,bird,1.01
CT,83,e,blow-off,30.1
CT,83,g,other,36.36
CT,84,a,rotary,59.61
CT,84,b,roundabout,9.52
CT,84,c,circle,3.95
CT,84,d,traffic circle,22.98
CT,84,f,I have no word for this,1.62
CT,84,g,other,2.33
CT,85,a,(hair) elastic,44.24
CT,85,b,rubber band,20.82
CT,85,d,hair thing,8.18
CT,85,e,hair tie,14.68
CT,85,f,other,12.08
CT,86,a,yes,69.3
CT,86,b,"no, but I know what it means",21.9
CT,86,c,I have no idea what this means,8.8
CT,87,a,yes,43.55
CT,87,b,"no, but I know what it means",42.11
CT,87,c,I have no idea what this means,14.34
CT,88,a,duck-footed,34.95
CT,88,b,slue-footed,1.08
CT,88,c,splay-footed,3.78
CT,88,d,bow-legged,23.96
CT,88,e,toed out,3.24
CT,88,f,other,1.98
CT,88,g,I have no word for this,30.99
CT,89,a,yes,28.24
CT,89,b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",7.01
CT,89,c,no,58.45
CT,89,d,I have never heard that usage before,4.5
CT,89,e,other,1.8
CT,90,a,coffin,66.43
CT,90,b,casket,16.43
CT,90,c,"a coffin and a casket are not the same, and I know the difference",11.73
CT,90,d,other,5.42
CT,91,a,vinegar and oil,3.06
CT,91,b,oil and vinegar,93.69
CT,91,c,both sound equally good to me,2.52
CT,91,d,neither,0.36
CT,91,e,other,0.36
CT,92,a,Chinese lane change,4.16
CT,92,b,Chinese fire drill,9.19
CT,92,c,other,86.65
CT,93,a,on line,3.42
CT,93,b,in line,88.65
CT,93,c,both sound equally good,7.75
CT,93,e,other,0.18
CT,94,a,frosting,52.34
CT,94,b,icing,6.83
CT,94,c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",22.84
CT,94,d,both,17.27
CT,94,e,neither,0.18
CT,94,f,other,0.54
CT,95,a,New York City,84.53
CT,95,b,Boston,2.39
CT,95,c,DC,0.55
CT,95,d,LA,0.18
CT,95,f,other,12.34
CT,96,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",5.78
CT,96,b,"supper is an evening meal, dinner is the main meal",8.12
CT,96,c,dinner takes place in a more formal setting than supper,22.74
CT,96,d,there is no distinction; they both have the same meaning,33.94
CT,96,e,I do not use the term supper,24.55
CT,96,f,I don't use the term dinner,1.44
CT,96,g,other,3.43
CT,97,a,trash can,25.72
CT,97,b,garbage can,33.81
CT,97,c,rubbish bin,0.18
CT,97,d,waste(paper) basket,1.98
CT,97,e,These words refer to different things,35.43
CT,97,f,other,2.88
CT,98,a,By accident,93.68
CT,98,b,On accident,1.44
CT,98,c,both,2.17
CT,98,d,neither,0.9
CT,98,e,other,1.81
CT,99,a,frontage road,20.25
CT,99,b,service road,31.28
CT,99,c,access road,20.98
CT,99,d,feeder road,0.54
CT,99,e,gateway,0.18
CT,99,f,we have them but I have no word for them,15.73
CT,99,g,I've never heard of this concept,6.51
CT,99,h,other,4.52
CT,100,a,cut the grass,10.56
CT,100,b,cut the lawn,1.28
CT,100,c,mow the grass,1.82
CT,100,d,mow the lawn,79.23
CT,100,e,other,7.1
CT,101,a,pass in,7.93
CT,101,b,hand in,67.57
CT,101,c,both,20.72
CT,101,d,neither,0.54
CT,101,e,other,3.24
CT,102,a,waterbug,50.81
CT,102,j,I have no word for this,17.54
CT,102,k,other,3.98
CT,102,b,Jesus bug,0.54
CT,102,c,waterstrider,15.55
CT,102,d,strider,0.36
CT,102,e,water-spider,5.79
CT,102,f,watercrawler,0.54
CT,102,g,water beetle,1.27
CT,102,h,backstrider,0.18
CT,102,i,skimmer,3.44
CT,103,a,bubbler,1.99
CT,103,b,water bubbler,0.54
CT,103,c,drinking fountain,15.4
CT,103,d,water fountain,79.89
CT,103,e,other,2.17
CT,104,a,the subway,88.63
CT,104,c,the T,4.33
CT,104,d,the metro,1.26
CT,104,e,BART,0.54
CT,104,f,other,5.23
CT,105,a,soda,95.32
CT,105,j,other,0.72
CT,105,b,pop,1.62
CT,105,c,coke,1.62
CT,105,e,soft drink,0.72
CT,106,a,tp'ing,41.77
CT,106,b,rolling,0.72
CT,106,c,toilet papering,36.53
CT,106,d,wrapping,0.36
CT,106,e,papering,3.8
CT,106,g,I have no word for this,15.37
CT,106,h,other,1.45
CT,107,a,rubberneck,1.81
CT,107,j,other,1.26
CT,107,b,rubbernecking,25.99
CT,107,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",64.26
CT,107,e,gapers' delay,0.36
CT,107,f,Lookie Lou,0.18
CT,107,g,curiosity delay,1.44
CT,107,i,I have no word for this,4.69
CT,108,a,"[æ] as in ""sat""",95.13
CT,108,b,"[ɛ] as in ""set""",0.54
CT,108,c,"[e:] as in ""say""",3.43
CT,108,d,other,0.9
CT,109,a,bag,98.01
CT,109,b,sack,1.08
CT,109,d,other,0.9
CT,110,a,gate night,0.18
CT,110,b,trick night,0.18
CT,110,c,mischief night,37.64
CT,110,d,cabbage night,7.01
CT,110,f,devil's night,4.61
CT,110,g,devil's eve,0.74
CT,110,h,I have no word for this,43.17
CT,110,i,other,6.46
CT,111,a,end,23.47
CT,111,b,heel,55.23
CT,111,c,crust,13.72
CT,111,d,nose,0.18
CT,111,e,butt,2.35
CT,111,g,I have no word for this,2.71
CT,111,h,other,2.35
CT,112,a,barbituate,80.65
CT,112,b,barbiturate,10.85
CT,112,c,I don't use either of these,7.96
CT,112,d,other,0.54
CT,113,a,f,43.06
CT,113,b,p,55.5
CT,113,c,other,1.44
CT,114,a,[s],36.58
CT,114,b,[z],62.34
CT,114,c,other,1.08
CT,115,a,a moot point,89.37
CT,115,b,a mute point,2.7
CT,115,c,either one of the above,0.54
CT,115,d,I have no idea,5.95
CT,115,e,other,1.44
CT,116,a,"[sp] (as in ""desperate"")",73.59
CT,116,b,"[zb] (rhymes with ""lesbian"")",25.5
CT,116,c,other,0.91
CT,117,a,basement,38.02
CT,117,b,cellar,6.31
CT,117,c,"I use both, and they mean the same thing",36.4
CT,117,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",16.4
CT,117,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",1.98
CT,117,f,other,0.9
CT,118,a,brew thru,3.37
CT,118,b,party barn,0.37
CT,118,c,bootlegger,0.19
CT,118,d,beer barn,1.31
CT,118,f,"we have these in my area, but we have no special term for them",15.92
CT,118,g,I have never heard of such a thing,65.54
CT,118,h,other,13.3
CT,119,a,take-out,89.53
CT,119,b,carry-out,1.26
CT,119,c,either take-out or carry-out,8.3
CT,119,d,other,0.9
CT,120,a,dibs,28.7
CT,120,b,shotgun,60.83
CT,120,c,hosey,0.18
CT,120,e,I have no term for this,8.66
CT,120,f,other,1.62
CT,121,a,ogle,44.95
CT,121,b,oogle,15.88
CT,121,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",22.56
CT,121,d,I use both oogle and ogle interchangeably,3.25
CT,121,e,"I use both ogle and ""oggle""",3.07
CT,121,f,I have no word for this activity,7.94
CT,121,g,other,2.35
CT,122,a,"expecially (or ""ecspecially"" or ""ekspecially"")",1.98
CT,122,b,especially,96.58
CT,122,c,I use both interchangeably,1.26
CT,122,e,other,0.18
DC,1,a,"[ɑ] as in ""ah""",10.34
DC,1,b,"[æ] as in ""ant""",72.41
DC,1,d,"I have the same vowel in ""ah"", ""caught"", and ""aunt""",6.9
DC,1,e,"I pronounce it the same as ""ain't""",1.15
DC,1,f,"I use [ɑ/ɔ] when referring to the general concept of an aunt, but [æ] when referring to a specific person by name.",9.2
DC,2,a,"[ɪ] as in ""sit""",77.01
DC,2,b,"[i:] as in ""see""",2.3
DC,2,c,"[ɛ] as in ""set""",17.24
DC,2,d,other,3.45
DC,3,a,"[o:] as in ""Bo""",45.98
DC,3,b,"[u:] as in ""boo""",44.83
DC,3,c,"I have seen this word in print, but have no idea how to pronounce it",6.9
DC,3,e,other,2.3
DC,4,a,"with 2 syllables (""car-ml"")",20.93
DC,4,b,"with 3 syllables (""carra-mel"")",58.14
DC,4,c,I use both interchangeably,12.79
DC,4,d,"I have both forms, but the two have different meanings (please state how in the comments box)",5.81
DC,4,e,other,2.33
DC,5,a,"[i:] as in ""see""",22.99
DC,5,b,"[ɪ] as in ""sit""",66.67
DC,5,c,other,10.34
DC,6,a,"[ɑ] as in ""car"" (""sen-tar"")",44.71
DC,6,b,"[ɔ] as in ""caught""",17.65
DC,6,c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",12.94
DC,6,d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",22.35
DC,6,e,other,2.35
DC,7,a,"with [u:] as in ""coop"" (""coopon"")",76.74
DC,7,b,"with [ju:] as in ""cute"" (""cyoopon"")",22.09
DC,7,c,other,1.16
DC,8,a,"[ɛ] as in ""set""",20.69
DC,8,b,"[e:] as in ""say""",41.38
DC,8,c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",18.39
DC,8,d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",16.09
DC,8,e,other,3.45
DC,9,a,"[æ] as in ""man"" (1 syllable, ""cran"")",1.16
DC,9,b,"[ejɑ] (2 syllables, ""cray-ahn"")",61.63
DC,9,c,"[ejɔ] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",36.05
DC,9,d,"[aw] (I pronounce this the same as ""crown"")",1.16
DC,10,a,"[i:] as in ""see""",94.25
DC,10,b,"[ɪ] as in ""sit""",2.3
DC,10,c,I use both interchangeably,1.15
DC,10,e,"I use both, but they mean two different things (please state how they differ in the comments box)",2.3
DC,11,a,"[o:] as in ""flow"" (""flow-ri-da"")",6.9
DC,11,b,"[ɑ] as in ""ah"" (""flah-ri-da"")",12.64
DC,11,c,"[ɔ] as in ""saw"" (""flaw-ri-da"")",10.34
DC,11,d,"[[backwardsc]] as in ""sore"" (""flore-i-da"")",68.97
DC,11,e,other,1.15
DC,12,a,"[ə] as in ""bird"" (""flurr-ish"")",65.52
DC,12,b,"[[backwardsc]] as in ""sore"" (""flore-ish"")",24.14
DC,12,c,"[[caret]] as in ""sun"" (""fluh-rish"")",4.6
DC,12,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),5.75
DC,13,a,"[i:] as in ""see""",13.79
DC,13,b,"[ɪ] as in ""sit""",83.91
DC,13,c,other,2.3
DC,14,a,"with [[backwardsc]j] as in ""boy"" (""loyer"")",61.63
DC,14,b,"with [ɔ] as in ""saw"" (""law-yer"")",29.07
DC,14,c,I use both interchangeably,9.3
DC,15,a,all 3 are the same,47.13
DC,15,b,all 3 are different,17.24
DC,15,c,Mary and merry are the same; marry is different,18.39
DC,15,d,merry and marry are the same; Mary is different,1.15
DC,15,e,Mary and marry are the same; merry is different,16.09
DC,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",33.72
DC,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",54.65
DC,16,c,I use both interchangeably,10.47
DC,16,d,other,1.16
DC,17,a,"[i:] as in ""near""",69.88
DC,17,b,"[ɪ] as in ""knit""",21.69
DC,17,d,I say something in between [ɪ] and [ɛ],8.43
DC,18,a,mischievous (3 syllables),69.77
DC,18,b,mischievious (4 syllables),16.28
DC,18,c,"I write ""mischievous"" but say ""mischievious""",2.33
DC,18,d,I use both,11.63
DC,19,a,"[e:] as in ""say""",79.07
DC,19,b,"[i:] as in ""see""",11.63
DC,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",5.81
DC,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",3.49
DC,20,a,"[æ] as in ""jam""",15.29
DC,20,b,"[ɑ] as in ""father""",84.71
DC,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",15.29
DC,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",9.41
DC,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",8.24
DC,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",32.94
DC,21,e,"[pɪkæn] (""pick Ann"")",1.18
DC,21,f,"[pɪkɑn] (""pick Ahn"")",22.35
DC,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",8.24
DC,21,h,other,2.35
DC,22,a,one syllable,29.41
DC,22,b,two syllables,70.59
DC,23,a,"[i:] as in ""see"" (""reely"")",54.65
DC,23,b,"[ɪ] as in ""sit"" (""rilly"")",29.07
DC,23,c,"[iə] (""ree-l-y"")",8.14
DC,23,d,other (including if you use two or more of these interchangeably),8.14
DC,24,a,"2 syllables (""reel-ter"")",55.29
DC,24,b,"3 syllables (real[ə]tor, in other words ""reel-uh-ter"")",21.18
DC,24,c,3 syllables (ree-l-ter),15.29
DC,24,d,"I don't use this word; I use ""estate agent""",3.53
DC,24,e,other,4.71
DC,25,a,"[u:] as in ""food""",80.0
DC,25,b,"[ʌ] as in ""foot""",3.53
DC,25,c,these four words do not all have the same vowel (please use the comments box to let us know which is which),16.47
DC,26,a,"rhymes with ""hoot""",37.65
DC,26,b,"rhymes with ""out""",14.12
DC,26,c,I can pronounce it either way interchangeably,25.88
DC,26,d,"I say it like ""hoot"" for the noun and like ""out"" for the verb.",20.0
DC,26,e,"I say it like ""out"" for the noun and like ""hoot"" for the verb.",1.18
DC,26,f,other,1.18
DC,27,a,"[i] ""sear-up""",29.41
DC,27,b,"[ɪ] ""sih-rup""",16.47
DC,27,c,"[ə] as in ""sir""",50.59
DC,27,d,other,3.53
DC,28,a,different,75.29
DC,28,b,same,24.71
DC,29,a,"all-mond (first syllable sounds like ""all"")",58.82
DC,29,b,ah-mond (no l),25.88
DC,29,c,"aw-mond (if different from ""ah-mond"")",3.53
DC,29,d,I say something in between l and nothing,11.76
DC,30,a,"[s] as in ""sock""",97.65
DC,30,b,"[[sh]] as in ""shock""",2.35
DC,31,a,asteri[ks],11.76
DC,31,b,asteri[sk],74.12
DC,31,c,asteri[k] (with no s in the final cluster),14.12
DC,32,a,I pronounce the first d,63.1
DC,32,b,I don't pronounce the first d,13.1
DC,32,c,I vary freely between pronouncing the first d and not doing so,7.14
DC,32,d,I only pronounce the first d when I'm speaking slowly/carefully,16.67
DC,33,a,[s],44.58
DC,33,b,[z],33.73
DC,33,c,both are acceptable to me,20.48
DC,33,d,other,1.2
DC,34,a,pronounced e[ts]etera (4 syllables),74.39
DC,34,b,pronounced e[ts]etra (3 syllables),12.2
DC,34,c,pronounced eksetera (4 syllables),9.76
DC,34,e,other,3.66
DC,35,a,"[[g]] as in the middle consonant of ""measure""",59.26
DC,35,b,"[[dg]] as in ""edge""",30.86
DC,35,c,I use both interchangeably,9.88
DC,36,a,"[s] as in ""sock""",71.6
DC,36,b,"[[sh]] as in ""shock""",27.16
DC,36,c,other,1.23
DC,37,a,I pronounce the h,95.12
DC,37,b,I don't pronounce the h,1.22
DC,37,c,I can pronounce the h or not,2.44
DC,37,d,other,1.22
DC,38,a,"[s] as in ""sock""",90.24
DC,38,b,"[[sh]] as in ""shock""",9.76
DC,39,a,[s],70.37
DC,39,b,[z],29.63
DC,40,a,with [kw],64.63
DC,40,b,"with [k] (""cor-ter"")",23.17
DC,40,c,I use both interchangeably,12.2
DC,41,a,spicket,12.2
DC,41,b,spigot,51.22
DC,41,c,I use both interchangeably,1.22
DC,41,d,"I say ""spicket"" but spell it ""spigot""",20.73
DC,41,f,I don't use either version of this word,14.63
DC,42,a,"the ""g"" is pronounced as [g]",39.02
DC,42,b,"the ""g"" is pronounced as [k]",36.59
DC,42,c,"the ""g"" is silent",24.39
DC,43,a,[s],93.9
DC,43,b,[z],6.1
DC,44,a,CREAM cheese (stress on the first syllable),55.56
DC,44,b,cream CHEESE (stress on the second syllable),20.99
DC,44,c,it sounds right either way,13.58
DC,44,d,other,9.88
DC,45,a,INsurance (stress on the first syllable),8.54
DC,45,b,inSURance (stress on the second syllable),81.71
DC,45,c,I can stress either the first or the second syllable,8.54
DC,45,d,other,1.22
DC,46,a,NEW Haven,35.37
DC,46,b,New HAVEN,48.78
DC,46,c,I use both interchangeably,10.98
DC,46,d,other,4.88
DC,47,a,THANKSgiving,28.05
DC,47,b,ThanksGIVing,64.63
DC,47,c,I use both interchangeably,7.32
DC,48,a,UMbrella,15.0
DC,48,b,umBRELLa,85.0
DC,49,a,dragged,85.37
DC,49,b,drug,7.32
DC,49,c,I use both interchangeably,6.1
DC,49,d,other,1.22
DC,50,a,you all,34.57
DC,50,d,you guys,23.46
DC,50,g,you,17.28
DC,50,h,other,6.17
DC,50,i,y'all,18.52
DC,51,a,yes,25.61
DC,51,b,no,70.73
DC,51,c,other,3.66
DC,52,a,yes,19.51
DC,52,b,no,53.66
DC,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",26.83
DC,53,a,yes (please consider adding which combinations of modals you use in the comments box),7.32
DC,53,b,no,92.68
DC,54,a,"this use of ""anymore"" is acceptable",3.66
DC,54,b,"this use of ""anymore"" is unacceptable",96.34
DC,55,a,acceptable,7.32
DC,55,b,unacceptable,89.02
DC,55,c,not sure,3.66
DC,56,a,acceptable,19.51
DC,56,b,unacceptable,75.61
DC,56,c,not sure,4.88
DC,57,a,acceptable,23.17
DC,57,b,unacceptable,67.07
DC,57,c,not sure,9.76
DC,58,m,other,4.88
DC,58,b,yard sale,56.1
DC,58,c,garage sale,35.37
DC,58,d,rummage sale,3.66
DC,59,a,mumblety-peg,16.05
DC,59,m,stick-knife,1.23
DC,59,o,stretch,1.23
DC,59,p,chicken,6.17
DC,59,s,Russian roulette,1.23
DC,59,b,mumbledy-peg,13.58
DC,59,t,"I have never heard of this ""game"" and have no idea what it's called",37.04
DC,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),9.88
DC,59,c,mumbly peg,11.11
DC,59,d,mumbly pegs,1.23
DC,59,g,mummety-peg,1.23
DC,60,a,berm,1.25
DC,60,b,parking,2.5
DC,60,e,curb strip,11.25
DC,60,g,verge,6.25
DC,60,h,I have no word for this,53.75
DC,60,i,other,25.0
DC,61,a,boulevard,5.06
DC,61,c,traffic island,10.13
DC,61,d,island,43.04
DC,61,e,neutral ground,1.27
DC,61,f,I have no word for this,20.25
DC,61,g,other,20.25
DC,62,a,median strip,26.83
DC,62,j,other,2.44
DC,62,b,median,62.2
DC,62,c,boulevard,1.22
DC,62,e,traffic island,1.22
DC,62,g,island,3.66
DC,62,i,I have no word for this,2.44
DC,63,a,milkshake/shake,98.78
DC,63,f,other,1.22
DC,64,a,sub,83.75
DC,64,k,other,6.25
DC,64,c,hoagie,5.0
DC,64,d,hero,2.5
DC,64,e,poor boy,1.25
DC,64,g,Italian sandwich,1.25
DC,65,a,lightning bug,34.15
DC,65,b,firefly,13.41
DC,65,c,I use lightning bug and firefly interchangeably,52.44
DC,66,a,crawfish,44.44
DC,66,b,crayfish,40.74
DC,66,e,crawdad,6.17
DC,66,g,I have no word for this critter,3.7
DC,66,h,other,4.94
DC,67,a,daddy long leg(s),97.53
DC,67,l,other,1.23
DC,67,b,daddy big legs,1.23
DC,68,a,grandmother,11.54
DC,68,b,granny,7.69
DC,68,c,grandma,44.87
DC,68,d,nana,2.56
DC,68,f,grammy/grammie/grammi,5.13
DC,68,g,other,28.21
DC,69,a,grandmother,20.27
DC,69,b,granny,8.11
DC,69,c,grandma,41.89
DC,69,d,gramma,6.76
DC,69,e,nana,2.7
DC,69,f,other,20.27
DC,70,a,gramps,1.33
DC,70,b,grandpa,16.0
DC,70,c,grampa,12.0
DC,70,d,"grandad, granddad",10.67
DC,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",14.67
DC,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),45.33
DC,71,a,gramps,4.41
DC,71,b,grandpa,26.47
DC,71,c,grampa,10.29
DC,71,e,other,58.82
DC,72,a,dust bunnies,70.89
DC,72,c,dust mice,3.8
DC,72,e,dust balls,18.99
DC,72,f,other,6.33
DC,73,a,sneakers,67.07
DC,73,k,other,3.66
DC,73,c,gymshoes,4.88
DC,73,f,tennis shoes,21.95
DC,73,g,running shoes,2.44
DC,74,a,pill bug,25.61
DC,74,k,centipede,2.44
DC,74,l,"I know what this creature is, but have no word for it",4.88
DC,74,m,I have no idea what this creature is,12.2
DC,74,n,other,2.44
DC,74,b,doodle bug,4.88
DC,74,c,potato bug,25.61
DC,74,d,roly poly,14.63
DC,74,e,sow bug,7.32
DC,75,a,shopping cart,75.61
DC,75,c,grocery cart,19.51
DC,75,f,buggy,1.22
DC,75,h,other,3.66
DC,76,a,kitty-corner,39.02
DC,76,c,catercorner,1.22
